epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
80,17548.2,0.35909,1.67546,0.14131,0.20555,0.00755,0.35538,0.98525,0.97775,0.98646,0.94645,0.86675,0.83838,0.8555,0.73346,0.28234,1.74328,0.1745,0.1799,0.01144,0,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,17765.5,0.36543,1.72892,0.14198,0.21068,0.00776,0.38754,0.98433,0.97755,0.98688,0.94698,0.86684,0.8378,0.85618,0.73337,0.28151,1.74049,0.17425,0.18244,0.0114,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,17982.7,0.36307,1.70014,0.14183,0.20764,0.00767,0.37146,0.98495,0.97796,0.98684,0.94715,0.86584,0.84029,0.85578,0.73216,0.27994,1.73487,0.17395,0.18023,0.01133,0,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,18199.9,0.36337,1.70879,0.14133,0.21187,0.00772,0.36544,0.98402,0.97727,0.98676,0.94676,0.86433,0.83842,0.85471,0.73027,0.27937,1.7333,0.17366,0.18184,0.0113,0,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,18417,0.35905,1.69538,0.14013,0.21042,0.00767,0.38481,0.98525,0.97758,0.98654,0.94631,0.85758,0.84838,0.85492,0.72865,0.27839,1.72856,0.1731,0.18039,0.01127,0,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,18634.4,0.36654,1.69579,0.1389,0.21462,0.00776,0.38869,0.98495,0.97795,0.98658,0.94655,0.86191,0.84309,0.85537,0.72776,0.2767,1.72403,0.1727,0.17971,0.0112,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,18851.7,0.3608,1.69578,0.13889,0.2107,0.00758,0.35804,0.98611,0.97603,0.987,0.94686,0.86298,0.84247,0.85356,0.72391,0.27517,1.72205,0.17244,0.18066,0.01114,0,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,19069.1,0.37131,1.68985,0.13839,0.21586,0.00786,0.33574,0.98555,0.97694,0.98659,0.94614,0.86431,0.84496,0.85081,0.72061,0.27537,1.71436,0.17221,0.17897,0.01114,0,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,19286.5,0.36952,1.70175,0.13822,0.21453,0.00788,0.33828,0.98718,0.97727,0.98662,0.9455,0.85849,0.84963,0.84695,0.71379,0.27601,1.71353,0.17183,0.1768,0.01117,0,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,19503.7,0.35967,1.71181,0.13812,0.21449,0.00758,0.367,0.98462,0.97665,0.9863,0.94513,0.85959,0.84838,0.84195,0.70438,0.2764,1.71254,0.17151,0.17815,0.01118,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,19720.9,0.36421,1.71765,0.13858,0.21536,0.00771,0.37613,0.9827,0.97883,0.98627,0.94466,0.86157,0.84674,0.83956,0.69964,0.27547,1.71641,0.17114,0.1777,0.01115,0,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,19938.3,0.36708,1.69186,0.13755,0.22386,0.00777,0.34773,0.98496,0.97857,0.98659,0.94484,0.85957,0.84994,0.83752,0.69526,0.27533,1.71978,0.17077,0.17671,0.01114,0,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,20155.2,0.36469,1.6847,0.13751,0.23323,0.00772,0.3627,0.98343,0.9795,0.98625,0.94459,0.86495,0.84838,0.83477,0.6892,0.27367,1.72353,0.17049,0.17811,0.01106,0,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,20372.2,0.38123,1.76835,0.13903,0.25957,0.00811,0.40675,0.98096,0.97861,0.98623,0.9438,0.86295,0.84651,0.82855,0.68228,0.27399,1.73296,0.17034,0.18433,0.01105,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,20589.3,0.43568,2.02005,0.14523,0.41092,0.00948,0.75667,0.98343,0.97911,0.98645,0.94311,0.86721,0.84579,0.82656,0.67849,0.27738,1.7308,0.17035,0.18757,0.01119,0,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,20806.3,0.79575,3.08239,0.17147,1.27816,0.01916,3.26682,0.98468,0.97509,0.98575,0.93984,0.86399,0.84122,0.82031,0.67189,0.29708,1.75991,0.17051,0.2005,0.01198,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,21020,3.55747,8.94845,0.39814,21.6137,0.1276,26.7984,0.98866,0.84152,0.97243,0.74888,0.86064,0.73255,0.7932,0.64706,1.00262,2.12175,0.18166,0.99312,0.04439,0,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,21232,4.25015,9.47995,0.42488,26.514,0.16746,31.1716,1,0.03892,0.51945,0.33742,0.976,0.03798,0.50687,0.4045,1.66541,4.02603,0.2952,5.38003,0.08162,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,21443.1,4.25503,9.45454,0.42894,25.0899,0.1679,31.0342,0,0,0,0,0,0,0,0,3.30829,11.0012,0.71016,7.23005,0.17151,0,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,21655,4.22897,9.46356,0.42897,22.8395,0.16562,30.9274,0,0,0,0,0,0,0,0,6.02986,11.6196,0.74092,5.57429,0.32177,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,22036.2,2.27428,1.50864,0.14611,0.99707,0.06692,1.18851,0,0,0,0,0,0,0,0,6.02986,11.6196,0.74092,5.57429,0.32177,0,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,22250.9,2.25211,1.51927,0.14615,0.95172,0.06586,1.17463,0,0,0,0,0,0,0,0,6.07045,11.6233,0.74064,5.61521,0.3247,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,22465.5,2.21933,1.59085,0.1468,0.86227,0.06412,1.36148,0,0,0,0,0,0,0,0,6.10086,11.6226,0.74052,5.6368,0.32688,0,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,22680.3,2.1737,1.68623,0.14861,0.7851,0.06203,1.63401,0,0,0,0,0,0,0,0,6.13603,11.6235,0.74027,5.66797,0.32944,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,22895.1,2.13545,1.78862,0.14869,0.71993,0.06008,2.0512,0,0,0,0,0,0,0,0,6.16428,11.6271,0.74012,5.68568,0.33167,0,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,23110.1,2.09982,1.91226,0.14969,0.66327,0.05832,2.50742,0,0,0,0,0,0,0,0,6.16708,11.6294,0.73987,5.72073,0.33245,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,23325,2.05886,2.05925,0.15112,0.62103,0.05658,3.04716,0,0,0,0,0,0,0,0,6.12475,11.6085,0.73861,5.782,0.33051,0,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,23540.1,2.02253,2.2173,0.15106,0.5836,0.05486,3.56181,0,0,0,0,0,0,0,0,6.01234,11.5838,0.73699,5.8805,0.32528,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,23755.2,1.98155,2.39695,0.15209,0.56037,0.05305,4.10383,0,0,0,0,0,0,0,0,5.76347,11.5489,0.73482,6.06469,0.31123,0,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,23970.1,1.94662,2.54868,0.15324,0.54269,0.05147,4.57619,0,0,0,0,0,0,0,0,5.28185,11.4584,0.72995,6.3877,0.28554,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,24185.1,1.90884,2.74873,0.15418,0.54087,0.04983,5.16006,0,0,0,0,0,0,0,0,4.48887,11.2427,0.71852,6.88341,0.24029,0,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,24400.4,1.8701,2.92639,0.15424,0.54132,0.04799,5.6922,0,0,0,0,0,0,0,0,3.95769,10.9173,0.70014,7.2537,0.2114,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,24615.5,1.83039,3.13127,0.15627,0.54802,0.04643,6.22534,0,0,0,0,0,0,0,0,3.6287,10.5556,0.67935,7.38724,0.19366,0,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,24830.6,1.79867,3.33909,0.15757,0.56611,0.04498,6.75576,0,0,0,0,0,0,0,0,3.18697,10.0877,0.65362,7.55622,0.16906,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,25045.2,1.76179,3.51087,0.15739,0.59461,0.04356,7.2222,0,0,0,0,0,0,0,0,2.82335,9.59162,0.62625,7.65979,0.14835,0,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,25259.8,1.72605,3.69706,0.15845,0.62045,0.04211,7.79486,0,0,0,0,0,0,0,0,2.56385,8.92552,0.59029,7.70269,0.1336,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,25474.5,1.69192,3.91432,0.15996,0.65858,0.04066,8.24883,0,0,0,0,0,0,0,0,2.40699,8.28091,0.55672,7.67788,0.12529,0,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,25689.2,1.65778,4.08693,0.16044,0.69163,0.03961,8.75331,0,0,0,0,0,0,0,0,2.31792,7.5665,0.51866,7.6264,0.12039,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,25903.6,1.6261,4.26789,0.1617,0.7355,0.03833,9.29752,0,0,0,0,0,0,0,0,2.23825,6.89152,0.48606,7.57149,0.11627,0,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,26118.4,1.59766,4.44201,0.16169,0.7808,0.03711,9.72443,0,0,0,0,0,0,0,0,2.19669,6.23563,0.44839,7.49154,0.11405,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,26333.2,1.56292,4.5581,0.16372,0.82671,0.0359,10.0762,0,0,0,0,0,0,0,0,2.17985,5.67001,0.40732,7.41398,0.11304,0,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,26548.4,1.53643,4.74766,0.16435,0.87396,0.03489,10.6518,0,0,0,0,0,0,0,0,2.17978,5.22062,0.36664,7.31959,0.11283,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,26763.4,1.51222,4.89115,0.16428,0.92251,0.03408,11.1311,0,0,0,0,0,0,0,0,2.1631,4.88176,0.34181,7.20498,0.11189,0,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,26978.2,1.48846,5.0619,0.16602,0.97535,0.0332,11.6165,0,0,0,0,0,0,0,0,2.12985,4.57375,0.31833,7.09983,0.11005,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,27193.1,1.46685,5.2111,0.16719,1.01981,0.03244,12.0327,0,0,0,0,0,0,0,0,2.09265,4.35594,0.30429,6.98589,0.10812,0,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,27408.1,1.44335,5.32086,0.16671,1.071,0.03172,12.5263,0,0,0,0,0,0,0,0,2.05661,4.18531,0.28855,6.86559,0.1063,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,27622.9,1.42539,5.45087,0.16895,1.11708,0.03122,12.8919,0,0,0,0,0,0,0,0,2.0365,4.08741,0.2745,6.73438,0.1051,0,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,27838,1.40654,5.55944,0.16997,1.16669,0.03051,13.2757,0,0,0,0,0,0,0,0,2.01764,4.04073,0.2584,6.5998,0.10385,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,28052.7,1.39119,5.69957,0.17059,1.215,0.03019,13.9189,0,0,0,0,0,0,0,0,1.9994,4.01815,0.25125,6.47091,0.10275,0,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,28267.7,1.37392,5.81201,0.17148,1.26203,0.02978,14.1484,0,0,0,0,0,0,0,0,1.98408,4.00244,0.24176,6.34041,0.10174,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,28482.5,1.36196,5.92778,0.17239,1.3073,0.02932,14.6967,0,0,0,0,0,0,0,0,1.97417,4.00901,0.2341,6.21271,0.10103,0,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,28697.6,1.34862,6.06269,0.17425,1.35362,0.02906,15.1071,0,0,0,0,0,0,0,0,1.96483,4.03802,0.22896,6.08938,0.10038,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,28912.8,1.34402,6.15496,0.17392,1.39589,0.02896,15.6495,0,0,0,0,0,0,0,0,1.95605,4.06711,0.22477,5.97588,0.09975,0,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,29127.8,1.34275,6.24932,0.17544,1.44041,0.02897,16.1158,0,0,0,0,0,0,0,0,1.94812,4.1155,0.22131,5.86392,0.0992,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,29342.6,1.33467,6.35359,0.17673,1.47956,0.02882,16.5083,0,0,0,0,0,0,0,0,1.94047,4.17001,0.21832,5.75904,0.09869,0,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,29557.6,1.33122,6.4306,0.17653,1.52289,0.02901,16.9039,0,0,0,0,0,0,0,0,1.93257,4.23341,0.21612,5.65613,0.09819,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,29772,1.33074,6.53669,0.17776,1.56496,0.02883,17.248,1,0.00031,0.50015,0.25008,1,0.00031,0.50015,0.25008,1.92749,4.31286,0.21426,5.55914,0.09782,0,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,29986.7,1.32935,6.59002,0.17791,1.60166,0.02905,17.754,1,0.00031,0.50015,0.25008,1,0.00031,0.50015,0.25008,1.92121,4.39541,0.21228,5.46638,0.09744,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,30201.6,1.33226,6.65745,0.17971,1.64056,0.02914,18.1219,1,0.00031,0.50015,0.25008,1,0.00031,0.50015,0.20006,1.91623,4.48704,0.211,5.37897,0.09711,0,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,30416.4,1.33184,6.74728,0.18021,1.67603,0.02945,18.5501,1,0.00031,0.50015,0.25008,1,0.00031,0.50015,0.20006,1.91089,4.58354,0.20911,5.29632,0.09678,0,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,30631.6,1.3316,6.77806,0.18173,1.71221,0.02941,18.8618,1,0.00031,0.50015,0.25008,1,0.00031,0.50015,0.20006,1.90606,4.68405,0.20838,5.21725,0.09648,0,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,30846.2,1.3378,6.87825,0.1815,1.74622,0.02986,19.3057,1,0.00093,0.50046,0.26705,0.66667,0.00062,0.33521,0.16743,1.90054,4.78653,0.2072,5.14288,0.09614,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,31061.1,1.34243,6.91346,0.18175,1.77985,0.03016,19.7499,1,0.00156,0.50077,0.2606,0.6,0.00093,0.30228,0.09099,1.89606,4.89882,0.2066,5.0717,0.09586,0,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,31275.6,1.34626,7.00773,0.18329,1.81289,0.03026,20.0501,1,0.00249,0.50124,0.26955,0.625,0.00156,0.31486,0.10715,1.89171,5.01273,0.2056,5.00593,0.09558,0,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,31490.3,1.35528,7.0644,0.18347,1.84402,0.03081,20.5302,1,0.00311,0.50155,0.26597,0.6,0.00187,0.30256,0.1159,1.8879,5.12052,0.20495,4.93862,0.09535,0,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,31704.9,1.36167,7.14332,0.18576,1.87411,0.031,20.8965,1,0.00405,0.50201,0.2781,0.46154,0.00187,0.23389,0.07769,1.8851,5.23932,0.2044,4.87604,0.09514,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,31919.6,1.37122,7.12374,0.18478,1.90541,0.03154,21.1595,1,0.00436,0.50217,0.27984,0.5,0.00218,0.25304,0.08288,1.87918,5.35646,0.20394,4.81538,0.09478,0,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,32134.2,1.37653,7.1907,0.18606,1.93349,0.03166,21.3668,1,0.00498,0.50248,0.2827,0.5,0.00249,0.25312,0.07267,1.87418,5.47413,0.20364,4.75881,0.09446,0,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,32349,1.37826,7.23955,0.18743,1.95964,0.03197,21.9713,1,0.0056,0.50279,0.29047,0.38889,0.00218,0.19792,0.05052,1.86971,5.59431,0.20316,4.70015,0.09416,0,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,32563.9,1.38989,7.29525,0.18758,1.98766,0.03248,22.0892,1,0.00747,0.50373,0.28744,0.41667,0.00311,0.21189,0.05263,1.86525,5.70418,0.20292,4.6429,0.09387,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,32778.7,1.39714,7.35123,0.18908,2.01323,0.03274,22.5851,1,0.00996,0.50498,0.28234,0.375,0.00374,0.18851,0.05497,1.86168,5.81855,0.20239,4.58872,0.09365,0,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,32994,1.40969,7.38098,0.1895,2.0397,0.03319,22.79,1,0.01308,0.50653,0.28079,0.30952,0.00405,0.15598,0.03838,1.85759,5.92975,0.20194,4.53756,0.09339,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,33208.6,1.41958,7.40257,0.18979,2.06527,0.03356,23.247,1,0.01526,0.50761,0.28978,0.2449,0.00374,0.12368,0.03091,1.85392,6.04013,0.20178,4.48772,0.09315,0,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,33423.5,1.43085,7.45429,0.19024,2.08748,0.03412,23.6876,1,0.01775,0.50886,0.29072,0.22807,0.00405,0.11535,0.0275,1.85091,6.15257,0.20171,4.43969,0.09295,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,33637.9,1.44126,7.51945,0.19125,2.11137,0.03449,23.939,1,0.02148,0.51073,0.29782,0.24638,0.00529,0.12461,0.02701,1.84899,6.26263,0.20149,4.39357,0.09282,0,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,33852.9,1.4487,7.555,0.19211,2.13349,0.0348,24.0518,1,0.0246,0.51228,0.29903,0.24051,0.00592,0.12176,0.02426,1.84669,6.37353,0.20123,4.34831,0.09267,0,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,34067.8,1.4541,7.54661,0.19237,2.15418,0.03511,24.5068,0.97959,0.02989,0.50494,0.29449,0.2449,0.00747,0.1238,0.02366,1.8462,6.47855,0.20115,4.30521,0.09261,0,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
